Rad Flow,Fpv Close,Fpv Open,High,Bypass,Bpv Close,Bpv Open,label
108,8,54,-21,52,53,2,0
77,-3,-22,4,41,101,60,0
79,11,-4,0,23,84,62,1
88,5,46,7,43,42,0,0
79,1,52,12,27,27,0,0
87,1,44,-7,42,43,2,0
95,0,46,0,49,49,0,0
107,-2,50,-3,56,58,2,0
86,0,36,0,49,50,0,0
80,0,46,27,35,34,0,0
89,3,50,-18,38,40,2,0
81,0,50,-8,30,32,2,0
84,3,44,0,40,41,0,0
95,8,46,-19,47,49,2,0
83,0,44,-15,37,39,2,0
81,0,54,5,28,27,0,0
77,0,8,3,40,69,30,0
77,0,0,27,21,77,56,1
80,-7,56,0,22,23,0,0
76,0,30,-16,39,45,6,0
86,0,54,0,32,32,0,0
77,4,28,0,22,49,26,1
88,2,54,0,35,34,0,0
76,0,34,-10,40,43,2,0
82,-4,44,0,38,38,0,0
79,3,46,0,33,33,0,0
77,3,44,0,32,33,0,0
83,0,50,8,34,34,0,0
108,0,54,-5,52,53,2,0
81,0,52,0,29,29,0,0
87,-2,44,1,43,43,0,0
80,0,18,3,43,62,18,0
80,0,52,0,27,28,2,0
83,-1,50,-1,32,33,2,0
82,-4,50,0,32,33,2,0
85,-5,42,0,44,44,0,0
79,0,38,-9,39,41,2,0
78,-3,8,-9,23,70,48,1
97,0,46,31,41,51,10,1
78,-3,2,0,41,75,34,0
86,0,54,0,32,32,0,0
79,0,38,23,41,40,0,0
76,0,46,0,29,29,0,0
82,0,-42,0,4,126,122,0
86,0,44,-30,41,42,2,0
80,0,18,-27,43,62,18,0
77,0,26,-12,40,51,12,0
75,0,28,-31,38,46,8,0
79,0,26,-3,43,54,10,0
92,0,52,31,36,40,4,1
83,0,30,-7,46,52,6,0
88,0,50,0,39,39,0,0
106,0,42,2,65,65,0,0
97,4,46,0,41,50,10,1
84,0,50,6,35,35,0,0
85,-1,-6,2,3,93,90,0
76,0,44,0,32,32,0,0
78,0,2,11,23,75,52,1
82,0,42,19,41,41,0,0
106,8,70,0,2,36,34,0
97,0,42,-13,41,55,14,1
86,-7,-40,0,4,128,124,0
95,0,54,6,40,41,2,0
104,0,16,-26,67,88,22,0
77,-1,46,0,31,31,0,0
112,0,62,0,50,50,0,0
81,0,46,-18,33,35,2,0
107,0,68,-30,10,40,30,0
88,0,50,0,37,39,2,0
94,0,12,10,57,81,24,0
104,0,18,-14,67,86,20,0
93,3,20,0,38,73,34,1
81,-2,44,3,38,37,0,0
89,-3,42,0,47,48,2,0
96,-10,20,-25,59,75,16,0
88,0,54,1,35,34,0,0
82,4,-4,0,45,87,42,0
84,0,42,-1,42,43,2,0
79,0,12,-13,23,66,42,1
84,0,-20,-13,4,105,102,0
77,-4,42,18,37,36,0,0
83,0,42,29,42,41,0,0
84,0,20,13,47,63,16,0
86,0,52,0,33,34,0,0
76,0,44,0,30,32,2,0
80,0,56,30,25,23,0,0
86,0,52,-21,33,35,2,0
77,-3,16,-8,41,62,22,0
76,0,34,-9,38,42,4,0
102,0,46,0,53,55,2,0
91,0,-4,0,35,96,62,1
83,5,34,0,45,49,4,0
88,-2,46,-4,40,41,0,0
94,4,12,11,57,81,24,0
91,-8,44,0,47,47,0,0
76,-1,38,-2,37,37,0,0
76,-7,36,0,39,39,0,0
106,2,36,0,69,69,0,0
75,0,30,31,38,44,6,0
89,4,42,0,47,48,2,0
97,0,38,-28,56,59,2,0
74,-17,0,0,19,74,54,1
78,0,2,12,23,75,52,1
85,0,42,8,44,44,0,0
79,0,16,-4,43,64,22,0
79,0,38,0,40,40,0,0
106,-1,28,0,69,77,8,0
82,-5,34,0,45,48,4,0
106,0,46,-6,58,60,2,0
79,-3,42,0,37,38,2,0
88,0,50,5,39,39,0,0
81,0,46,3,35,34,0,0
87,0,50,-11,36,38,2,0
78,0,24,17,41,55,14,0
86,0,44,13,43,42,0,0
86,0,44,6,43,42,0,0
96,6,50,0,40,47,6,1
85,-5,46,0,38,39,0,0
108,0,54,-1,53,54,2,0
85,5,46,0,38,39,0,0
84,1,38,-1,44,46,2,0
86,0,50,0,36,37,2,0
92,0,50,19,36,43,6,1
79,0,8,6,42,71,30,0
94,0,10,0,57,84,26,0
79,0,42,-26,35,37,2,0
82,2,30,0,45,51,6,0
97,0,46,11,41,51,10,1
84,0,50,1,35,35,0,0
106,6,28,0,69,78,8,0
86,1,50,0,36,37,2,0
84,0,46,-3,36,38,2,0
78,0,16,-8,41,63,22,0
88,0,52,20,37,37,0,0
109,1,50,-15,58,60,2,0
79,0,12,-29,43,66,24,0
88,0,46,0,42,42,0,0
76,0,26,-28,39,50,10,0
81,-1,46,-4,35,34,0,0
84,0,54,0,30,30,0,0
81,0,-20,14,26,102,76,1
77,0,46,-4,22,31,10,1
77,-1,34,0,40,43,2,0
83,-2,0,0,46,83,36,0
83,1,42,30,42,41,0,0
79,1,42,0,36,37,2,0
81,1,54,0,28,27,0,0
86,0,42,-17,43,45,2,0
80,0,26,-3,43,54,12,0
97,6,50,0,41,48,6,1
84,0,56,31,29,28,0,0
100,0,34,0,64,67,2,0
79,0,38,-26,38,41,2,0
80,0,54,-6,25,26,2,0
83,0,46,9,37,36,0,0
77,0,38,-18,36,38,2,0
112,5,62,0,49,50,2,0
76,0,42,0,34,35,2,0
77,0,-14,-4,40,92,52,0
108,2,42,0,67,67,0,0
87,0,46,6,41,41,0,0
75,0,44,22,32,31,0,0
97,-1,42,-14,41,55,14,1
76,0,44,-29,30,32,2,0
79,0,44,0,35,35,0,0
86,0,44,18,42,42,0,0
76,0,42,11,35,35,0,0
104,0,24,9,67,81,14,0
78,-3,56,14,22,21,0,0
76,0,30,-3,40,45,6,0
77,-1,-4,74,21,82,60,1
76,0,20,8,40,55,16,0
80,0,46,-5,32,34,2,0
84,0,46,-10,36,38,2,0
83,0,46,0,34,36,2,0
80,0,50,-17,29,31,2,0
78,-6,38,0,39,39,0,0
89,0,8,11,3,81,78,0
84,0,38,0,45,46,0,0
77,0,10,-30,22,67,46,1
84,0,-22,-20,4,108,104,0
79,0,16,-5,23,63,40,1
92,0,-6,-6,36,99,64,1
88,0,38,-13,48,50,2,0
91,0,54,-13,35,37,2,0
97,0,50,3,41,48,6,1
84,0,46,-7,36,38,2,0
76,0,-14,12,21,92,70,1
77,-4,26,11,40,51,10,0
103,0,20,8,66,82,16,0
86,0,52,28,36,35,0,0
103,0,18,-12,66,85,18,0
79,0,38,-28,39,41,2,0
82,2,46,0,34,35,2,0
90,0,42,0,48,49,0,0
97,-2,50,-3,41,48,6,1
76,0,-14,25,21,92,70,1
78,-6,56,6,22,21,0,0
80,0,20,0,43,59,16,0
86,-6,42,0,43,44,2,0
109,0,60,0,49,50,0,0
77,5,38,1,39,38,0,0
78,0,46,0,30,32,2,0
109,10,26,0,71,83,12,0
81,4,42,-10,37,39,2,0
79,4,2,7,42,76,34,0
79,-1,42,0,35,37,2,0
88,0,-2,-17,3,90,88,0
78,0,42,-1,23,37,14,1
84,0,-14,1,3,100,96,0
90,0,24,5,52,66,14,0
78,3,44,0,23,34,12,1
76,5,44,0,32,32,0,0
76,4,42,-28,32,35,2,0
79,3,0,0,33,79,46,0
106,0,70,0,1,36,34,0
81,0,50,0,31,32,0,0
110,3,38,0,70,71,2,0
112,-4,68,6,46,45,0,0
108,-1,38,-1,68,69,0,0
86,0,56,-21,28,30,2,0
87,-3,38,-4,46,48,2,0
109,0,46,0,64,63,0,0
78,6,10,11,23,68,46,1
81,-3,-10,-2,25,91,66,1
104,0,26,21,66,78,12,0
86,1,44,-5,41,42,2,0
79,0,42,0,37,38,0,0
85,0,46,30,40,39,0,0
97,0,20,-23,60,77,16,0
79,-1,42,-32,36,38,2,0
88,0,46,-15,40,42,2,0
82,0,18,25,45,64,18,0
80,0,2,0,43,77,34,0
100,0,36,0,64,64,0,0
88,0,50,0,39,39,0,0
88,0,46,-4,39,41,2,0
86,0,38,-9,46,48,2,0
81,0,50,-14,30,32,2,0
88,-7,54,0,35,34,0,0
84,0,-18,-12,3,103,100,0
86,0,38,-8,45,47,2,0
76,-2,34,-13,40,43,2,0
76,-2,34,0,39,42,4,0
94,0,8,-28,57,86,30,0
80,0,52,0,28,28,0,0
93,0,42,0,50,52,2,0
86,0,-10,19,3,96,92,0
78,0,42,8,37,37,0,0
97,0,50,0,41,48,8,1
77,0,38,0,40,39,0,0
108,0,42,0,66,67,0,0
86,-7,52,0,33,34,0,0
97,0,34,-16,60,64,4,0
81,0,26,21,45,55,10,0
95,0,38,3,40,57,16,1
105,0,30,-11,68,74,6,0
82,0,-20,-26,26,103,76,1
83,0,46,0,36,37,0,0
94,0,46,-9,45,48,2,0
108,0,44,0,63,64,2,0
96,0,54,17,40,42,2,0
82,4,52,2,31,30,0,0
87,0,56,12,31,30,0,0
81,0,-40,73,4,123,118,0
81,1,42,3,39,39,0,0
77,0,-6,-9,21,85,64,1
93,0,52,-22,38,42,4,1
97,0,36,6,60,61,0,0
75,0,38,2,37,36,0,0
81,0,28,-24,45,53,8,0
77,-1,44,14,34,33,0,0
83,0,42,-25,39,41,2,0
77,0,-20,13,21,97,76,1
95,0,26,3,58,70,12,0
88,-2,44,0,43,44,2,0
79,0,34,18,41,45,4,0
81,0,46,-8,32,34,2,0
97,0,46,-15,41,50,8,1
86,1,56,0,28,30,2,0
78,-2,44,13,22,34,12,1
83,0,50,0,34,34,0,0
81,0,52,24,29,29,0,0
93,8,34,2,55,60,6,0
76,0,46,10,30,29,0,0
107,-6,36,0,69,71,2,0
81,0,52,21,30,30,0,0
77,0,50,0,28,28,0,0
108,1,42,0,67,67,0,0
81,0,-6,-17,25,88,64,1
75,0,30,-18,38,44,6,0
77,-22,-2,0,23,80,56,1
76,-2,30,-4,40,45,6,0
78,0,16,12,23,63,40,1
83,0,-40,-6,4,125,120,0
77,0,36,16,39,41,2,0
77,0,44,-18,31,33,2,0
87,-2,46,-3,41,41,0,0
84,0,42,-13,41,43,2,0
77,-2,28,0,21,48,28,1
83,0,44,3,40,39,0,0
88,0,38,-7,48,50,2,0
79,-5,18,0,43,61,18,0
76,0,38,0,35,37,2,0
86,0,46,-17,38,40,2,0
81,8,42,-12,38,40,2,0
79,0,42,11,38,37,0,0
81,0,26,5,44,55,10,0
77,0,6,-1,22,72,50,1
87,0,46,-2,39,41,2,0
77,0,38,7,39,38,0,0
88,0,46,0,41,41,0,0
83,0,8,25,46,75,30,0
81,1,52,9,29,29,0,0
88,0,44,12,45,44,0,0
80,0,52,-26,27,28,2,0
97,-2,46,-18,41,51,10,1
88,-3,46,0,41,41,0,0
79,0,42,-18,35,37,2,0
86,1,44,13,43,42,0,0
85,3,46,6,39,39,0,0
104,0,30,-25,67,73,6,0
111,0,62,-1,47,49,2,0
83,0,46,-1,34,36,2,0
84,0,50,0,33,35,2,0
86,0,52,0,33,34,0,0
82,0,54,0,28,28,0,0
87,-1,52,0,35,35,0,0
86,-2,42,-14,42,44,2,0
79,-1,38,0,41,40,0,0
79,0,44,12,35,35,0,0
78,0,44,0,33,34,2,0
95,0,46,-16,46,48,2,0
77,0,-22,21,41,101,60,0
86,0,46,19,41,40,0,0
75,-1,28,30,38,46,8,0
86,0,42,4,45,45,0,0
77,0,38,-28,36,39,2,0
96,0,30,13,59,65,6,0
78,-3,34,-5,41,45,4,0
77,0,50,-14,26,28,2,0
95,0,18,-2,58,77,18,0
80,-4,36,-16,43,44,2,0
101,0,50,11,52,52,0,0
78,-7,46,0,31,32,0,0
76,2,18,0,39,57,18,0
78,0,46,0,31,32,0,0
79,0,44,2,36,35,0,0
76,0,-188,-10453,20,265,244,1
79,5,50,0,28,30,2,0
83,0,2,-9,46,80,34,0
76,0,42,0,35,35,0,0
80,0,24,-21,43,57,14,0
78,-1,12,-4,41,65,24,0
82,0,36,0,46,46,0,0
109,0,44,-1,64,66,2,0
79,-3,38,-5,40,40,0,0
86,0,42,-11,42,44,2,0
83,-1,46,21,37,36,0,0
79,0,44,-12,33,35,2,0
102,0,70,-6,1,33,32,0
98,0,50,28,42,49,6,1
83,0,52,20,32,31,0,0
77,0,-4,-21,21,82,60,1
93,0,50,22,37,44,6,1
106,0,46,0,60,60,0,0
81,0,52,21,30,29,0,0
97,0,56,0,40,40,0,0
87,0,56,13,31,30,0,0
81,0,50,-6,30,32,2,0
81,-1,36,-2,44,44,0,0
79,-1,42,-2,37,38,2,0
96,-1,54,0,40,42,2,0
78,0,6,28,41,73,32,0
80,-1,42,-4,37,39,2,0
104,0,24,5,67,81,14,0
88,-2,46,-3,41,41,0,0
77,2,0,3,22,77,56,1
84,0,60,8,25,24,0,0
86,0,50,5,38,37,0,0
98,0,44,-4,42,54,12,1
88,0,54,15,35,33,0,0
76,0,38,-24,34,37,2,0
80,0,42,0,38,39,2,0
85,6,56,0,28,28,0,0
84,0,44,9,40,40,0,0
77,0,26,0,40,51,10,0
77,0,2,24,22,75,52,1
96,0,54,27,41,42,2,0
84,-2,46,0,38,38,0,0
80,0,10,29,43,70,26,0
77,0,36,9,39,41,2,0
109,0,44,-9,64,66,2,0
84,-3,46,0,37,38,0,0
108,2,72,5,1,36,34,0
97,-1,34,0,59,63,4,0
83,0,56,0,26,26,0,0
86,0,54,0,32,32,0,0
87,3,44,0,43,43,0,0
77,3,-6,0,21,85,64,1
86,2,42,-20,43,45,2,0
81,0,36,-4,43,44,2,0
84,3,54,0,31,30,0,0
78,0,12,14,41,65,24,0
84,0,20,6,47,63,16,0
83,-6,46,0,37,37,0,0
103,2,70,-11,1,33,32,0
79,8,54,0,26,25,0,0
86,3,56,4,31,30,0,0
87,1,44,0,43,43,0,0
79,0,46,0,31,33,2,0
76,-2,44,0,31,32,0,0
106,-3,28,0,69,77,8,0
106,1,20,-5,69,85,16,0
86,0,38,0,48,48,0,0
86,0,54,-13,30,32,2,0
98,0,46,0,42,51,8,1
106,0,34,-5,69,72,4,0
86,0,46,7,41,40,0,0
79,-6,42,0,35,37,2,0
82,-2,38,-14,41,43,2,0
82,0,44,-25,36,38,2,0
80,0,46,-12,31,34,2,0
80,0,46,0,34,34,0,0
76,0,44,-10,31,32,2,0
77,0,6,-8,40,72,32,0
79,-1,38,0,40,41,0,0
79,0,26,0,23,53,30,1
104,0,54,0,50,49,0,0
81,-1,-12,-21,25,94,68,1
104,0,24,3,66,80,14,0
79,0,36,0,42,43,0,0
113,0,62,-12,48,51,2,0
83,0,56,22,27,26,0,0
83,0,42,0,40,42,2,0
77,0,-14,3,21,92,72,1
86,0,46,0,41,40,0,0
102,0,36,0,65,66,2,0
87,0,44,0,43,43,0,0
77,0,-24,2,21,103,82,1
83,0,44,-17,38,39,2,0
102,0,46,0,54,55,2,0
78,0,44,-1,33,34,2,0
81,0,42,-2,38,40,2,0
86,0,42,-7,42,44,2,0
83,-3,-32,12,4,117,112,0
90,0,54,0,36,36,0,0
95,0,34,-5,40,62,22,1
76,0,38,0,38,37,0,0
86,0,52,0,35,35,0,0
95,3,46,0,48,49,0,0
76,1,30,-30,40,45,6,0
104,-1,24,4,67,81,14,0
77,0,42,15,36,35,0,0
83,0,30,-10,47,52,6,0
77,0,-2,-14,21,79,58,1
91,0,-4,-22,35,96,62,1
81,0,38,-23,39,42,2,0
81,-3,46,20,36,35,0,0
77,0,52,17,26,26,0,0
84,1,44,-11,39,41,2,0
88,0,38,0,48,50,2,0
76,0,44,-3,31,32,2,0
97,0,52,31,41,45,4,1
84,0,54,23,32,30,0,0
79,-1,26,-3,23,53,30,1
77,0,-30,-10,22,108,86,1
79,0,46,24,33,32,0,0
79,1,54,0,25,25,0,0
88,0,2,17,3,86,82,0
75,0,26,-1,38,49,12,0
81,0,50,0,30,32,2,0
78,0,0,3,41,78,36,0
76,0,30,5,40,45,6,0
105,0,24,0,68,82,14,0
97,0,30,-30,60,66,6,0
81,0,56,16,26,24,0,0
77,0,-22,27,40,101,60,0
99,0,50,2,43,49,6,1
77,0,-2,-25,21,79,58,1
82,-7,46,0,34,35,2,0
86,0,54,0,33,32,0,0
77,0,12,17,40,64,24,0
80,0,46,14,35,34,0,0
80,0,56,2,24,23,0,0
78,-2,38,0,39,39,0,0
81,0,36,0,44,45,0,0
77,0,46,-7,29,31,2,0
87,0,46,8,42,41,0,0
95,0,46,-2,40,49,8,1
107,-5,26,0,70,81,12,0
88,0,56,0,31,31,0,0
75,0,36,1,37,39,2,0
92,0,16,15,54,76,22,0
77,0,46,-29,28,30,2,0
83,-2,-40,6,4,125,120,0
82,0,56,1,26,25,0,0
75,0,38,26,37,36,0,0
76,0,38,20,38,37,0,0
91,0,52,4,40,39,0,0
79,0,42,-5,35,37,2,0
83,0,50,0,33,34,2,0
86,0,38,-22,46,48,2,0
86,0,-2,0,3,89,86,0
109,8,26,0,71,83,12,0
84,0,52,-10,31,32,0,0
77,0,42,-3,34,36,2,0
87,0,44,0,43,43,0,0
81,5,-42,-25,5,125,120,0
79,0,18,0,42,61,20,0
86,-48,46,0,40,40,0,0
90,8,46,0,44,44,0,0
83,4,42,0,40,41,2,0
99,1,38,0,43,60,18,1
86,0,-24,-19,4,112,108,0
96,-3,50,-6,40,47,6,1
88,0,52,0,37,37,0,0
86,0,56,-11,28,30,2,0
78,0,16,11,23,63,40,1
75,0,34,10,38,41,2,0
110,-1,68,0,43,43,0,0
95,0,50,-3,40,46,6,1
90,0,52,1,38,38,0,0
87,0,46,-1,40,41,0,0
81,-6,-12,0,26,94,68,1
93,0,42,13,52,52,0,0
82,0,42,-11,39,41,2,0
83,0,10,-16,46,72,26,0
81,0,38,0,43,43,0,0
81,-1,-10,23,25,92,66,1
108,0,42,0,66,67,2,0
78,0,54,22,25,24,0,0
97,0,36,-3,41,60,20,1
97,5,56,0,40,40,0,0
77,0,46,7,22,31,10,1
86,-3,44,0,41,42,0,0
82,-3,44,-5,37,38,0,0
80,0,34,-12,43,46,2,0
76,0,34,5,39,43,4,0
106,0,36,0,69,70,0,0
98,0,42,-16,42,57,14,1
81,0,30,2,44,50,6,0
80,8,10,-6,43,70,26,0
83,0,44,-17,38,39,2,0
81,0,50,27,33,32,0,0
77,0,34,-4,40,44,4,0
81,0,-14,20,25,97,72,1
84,0,20,0,47,63,16,0
92,-1,44,0,47,48,0,0
79,0,26,-24,43,54,10,0
97,-2,42,0,55,55,0,0
88,0,46,0,41,42,0,0
81,2,42,-12,37,39,2,0
79,-1,34,-1,42,46,4,0
79,0,38,-20,38,41,2,0
86,0,46,-30,37,40,2,0
80,-1,38,11,43,41,0,0
85,0,46,-27,36,39,2,0
79,1,44,0,35,35,0,0
83,0,0,-5,46,83,36,0
81,0,30,-9,45,50,6,0
81,0,38,7,43,42,0,0
108,0,44,0,63,64,0,0
97,0,52,14,41,46,4,1
107,0,44,-30,61,63,2,0
86,-2,54,2,33,32,0,0
80,0,2,-7,43,77,34,0
96,0,54,6,41,42,0,0
84,0,54,0,30,30,0,0
81,0,46,0,34,34,0,0
83,0,38,-9,42,44,2,0
81,1,-40,9,5,122,118,0
87,0,56,0,31,30,0,0
79,0,20,0,42,58,16,0
93,-2,46,-13,37,46,8,1
80,0,42,-8,37,39,2,0
78,-2,50,-8,27,29,2,0
88,0,44,-21,43,44,2,0
95,0,50,0,40,46,6,1
82,-1,36,-5,45,46,2,0
78,0,-2,-1,40,81,40,0
81,0,52,11,29,29,0,0
82,0,26,-22,45,56,10,0
81,3,44,-3,35,37,2,0
81,0,44,-3,36,37,2,0
77,0,-24,-29,40,103,62,0
88,0,46,0,39,41,2,0
78,0,2,14,23,75,52,1
79,0,2,-23,23,76,52,1
88,0,46,-8,39,41,2,0
77,-3,0,20,22,77,56,1
81,-7,52,-21,28,30,2,0
106,0,38,0,67,67,0,0
95,0,44,7,52,51,0,0
86,0,42,0,45,45,0,0
102,0,72,12,1,30,30,0
81,0,54,0,25,26,2,0
92,0,-2,10,36,94,58,1
85,0,54,6,32,31,0,0
88,0,52,1,36,36,0,0
89,0,46,0,43,42,0,0
87,-5,52,0,35,35,0,0
82,0,36,19,45,46,2,0
83,0,34,8,46,50,4,0
83,0,52,-23,30,32,2,0
88,0,6,0,5,83,78,0
78,-4,46,0,32,32,0,0
77,0,44,0,31,33,2,0
88,0,52,0,36,37,0,0
77,0,28,0,39,48,8,0
79,0,44,-18,33,35,2,0
76,0,38,1,38,37,0,0
77,0,38,21,40,39,0,0
79,-1,44,5,33,35,2,0
108,-2,38,-18,67,69,2,0
86,7,54,5,33,32,0,0
81,6,38,0,42,43,0,0
85,1,44,9,42,41,0,0
79,-2,50,0,30,30,0,0
90,0,46,-21,42,44,2,0
96,0,54,4,40,42,2,0
95,0,16,4,58,80,22,0
78,0,44,20,35,34,0,0
97,0,50,0,41,48,8,1
82,0,44,-29,36,38,2,0
98,0,44,24,42,54,12,1
77,0,-20,-5,21,97,76,1
76,-5,38,0,37,37,0,0
80,5,2,0,43,77,34,0
80,-2,42,0,38,39,0,0
79,0,44,0,35,35,0,0
97,0,38,-11,56,58,2,0
83,2,54,0,28,29,0,0
107,6,28,0,69,78,8,0
80,0,42,15,39,39,0,0
77,8,28,6,40,49,8,0
81,1,42,0,38,39,2,0
79,0,34,25,41,45,4,0
77,0,54,0,23,23,0,0
88,2,42,0,45,47,2,0
76,0,34,-6,39,42,2,0
76,0,36,25,39,39,0,0
77,0,52,0,25,25,0,0
113,2,62,0,49,51,2,0
77,0,-2,5,21,79,58,1
92,0,20,-8,55,71,16,0
86,0,38,7,48,47,0,0
82,0,42,-16,39,41,2,0
77,0,42,8,36,36,0,0
77,-3,16,0,40,62,22,0
77,4,42,15,36,35,0,0
95,0,54,7,40,41,2,0
89,0,2,-3,4,86,82,0
88,0,54,17,35,33,0,0
81,3,44,-9,35,37,2,0
82,0,-42,-22,4,126,122,0
77,0,-22,10,40,101,60,0
81,0,52,0,30,30,0,0
82,-1,46,0,34,35,2,0
86,0,56,11,31,30,0,0
86,0,-40,2,4,127,122,0
75,-1,26,-8,38,49,12,0
76,-6,36,0,40,40,0,0
95,4,10,1,57,84,28,0
81,1,46,0,33,34,2,0
78,0,12,5,23,65,42,1
78,0,46,13,32,32,0,0
106,0,36,17,68,69,2,0
79,0,46,9,34,33,0,0
85,0,52,0,33,33,0,0
75,9,-2,22,19,77,58,1
77,0,34,-13,39,43,4,0
84,0,38,-22,44,46,2,0
81,0,44,29,38,37,0,0
81,-2,42,-23,38,40,2,0
88,-3,50,44,39,39,0,0
94,0,50,0,39,45,6,1
102,0,46,0,56,56,0,0
85,3,44,-28,39,41,2,0
76,-9,-40,4,5,117,112,0
77,0,38,-3,37,39,2,0
79,0,8,-15,42,71,28,0
78,0,46,-1,29,32,2,0
84,0,52,10,33,32,0,0
84,0,56,25,29,28,0,0
85,4,38,0,46,46,0,0
106,-2,46,-12,58,60,2,0
78,0,0,-4,42,78,36,0
81,-5,38,0,41,42,2,0
94,0,34,5,57,61,4,0
83,0,44,-16,37,39,2,0
80,-5,46,0,32,34,2,0
93,0,42,-11,37,51,14,1
77,0,36,10,39,41,2,0
78,6,46,0,30,32,2,0
106,0,38,0,66,67,2,0
86,0,42,0,43,45,2,0
86,6,42,-14,43,45,2,0
78,-1,30,20,41,47,6,0
86,0,56,-13,27,29,2,0
77,0,10,4,22,67,46,1
75,0,42,5,34,34,0,0
83,-3,54,0,29,29,0,0
83,0,46,24,37,36,0,0
110,-1,64,25,46,46,0,0
86,2,54,-23,31,32,2,0
95,1,38,0,40,57,16,1
84,0,-22,-10,3,108,104,0
75,-3,24,-16,38,52,14,0
76,-2,46,0,29,29,0,0
78,-3,20,-7,42,57,16,0
97,0,38,0,58,59,0,0
95,4,46,-30,46,49,2,0
78,0,6,-2,42,73,32,0
86,2,-12,0,4,99,94,0
109,4,38,0,69,71,2,0
81,0,-18,22,25,99,74,1
78,0,42,-7,35,37,2,0
81,-2,-12,5,26,94,68,1
81,0,50,0,31,32,0,0
75,0,26,-3,38,49,10,0
81,0,36,-16,43,44,2,0
79,1,52,0,27,27,0,0
86,0,54,3,33,32,0,0
81,-5,-4,0,44,86,42,0
81,0,44,-11,35,37,2,0
80,0,46,16,34,34,0,0
104,0,26,7,66,78,12,0
83,2,46,10,37,37,0,0
76,-6,36,2,39,40,0,0
79,0,30,-1,43,48,6,0
81,-2,-14,0,26,97,70,1
82,0,44,9,39,38,0,0
88,0,46,0,42,42,0,0
82,-2,-32,-10,26,115,90,1
79,0,20,-6,23,58,34,1
81,0,18,-5,44,63,18,0
88,0,44,0,43,44,0,0
89,0,46,25,44,42,0,0
90,-1,46,0,42,43,0,0
78,0,50,3,29,29,0,0
91,0,2,19,35,88,54,1
79,0,46,29,33,32,0,0
76,0,38,16,39,37,0,0
77,0,38,-7,36,38,2,0
80,0,20,0,43,59,16,0
98,1,46,0,42,51,10,1
76,0,18,-11,40,58,18,0
77,0,38,1,39,38,0,0
95,0,16,-1,58,79,22,0
84,6,-42,-16,4,128,124,0
97,0,50,13,40,48,8,1
79,0,38,0,41,41,0,0
79,5,46,0,31,32,0,0
77,0,34,-14,22,44,22,1
77,0,34,-43,41,44,2,0
82,0,26,12,45,56,12,0
77,0,-2,10,21,79,58,1
80,0,30,-20,43,49,6,0
96,-2,52,0,41,44,4,1
81,0,42,7,39,39,0,0
81,-2,54,0,26,26,0,0
83,-3,50,0,32,33,2,0
77,0,38,-5,36,38,2,0
86,0,38,-18,45,48,2,0
78,0,8,-13,22,70,48,1
108,0,54,0,55,54,0,0
94,0,50,0,38,45,6,1
83,0,38,19,45,44,0,0
83,0,46,19,38,37,0,0
75,0,28,-16,38,46,8,0
95,-1,44,6,39,51,12,1
99,0,46,-23,43,52,8,1
75,0,24,-16,38,52,14,0
106,0,36,0,69,69,0,0
85,2,42,0,42,44,2,0
81,1,36,-6,43,44,2,0
79,2,46,13,33,32,0,0
77,0,38,0,37,38,2,0
78,3,34,-14,41,45,4,0
79,0,50,-7,28,30,2,0
77,0,20,0,40,57,16,0
81,0,46,10,35,34,0,0
76,0,38,10,39,37,0,0
77,0,42,-15,34,36,2,0
97,0,38,11,41,58,18,1
83,0,30,3,46,52,6,0
74,-4,44,0,30,30,0,0
77,0,44,6,33,33,0,0
83,0,42,-2,40,42,2,0
90,0,28,0,53,62,8,0
97,4,50,-4,41,48,6,1
111,-4,68,0,43,44,0,0
97,0,42,6,55,55,0,0
76,-2,20,-19,39,55,16,0
86,0,44,-12,41,42,2,0
89,0,6,-23,3,84,80,0
100,0,38,0,62,62,0,0
79,0,42,-3,26,37,12,1
76,0,42,-9,33,35,2,0
78,0,38,0,38,39,2,0
109,0,68,19,43,42,0,0
75,0,42,-23,31,34,2,0
79,2,0,0,35,79,44,0
104,0,20,-22,67,84,16,0
91,0,-4,-4,35,96,62,1
77,-3,10,2,22,67,46,1
82,0,42,5,41,41,0,0
80,0,44,0,36,36,0,0
84,0,20,-1,47,63,16,0
93,0,12,31,56,81,24,0
77,0,16,-12,22,62,40,1
85,1,56,0,29,28,0,0
77,0,-24,2,21,103,82,1
106,-1,34,-1,69,72,4,0
78,0,8,2,23,70,48,1
97,0,52,21,41,46,4,1
84,0,44,0,39,40,0,0
81,4,46,1,35,35,0,0
77,0,26,-22,40,51,10,0
86,0,46,0,39,39,0,0
76,-7,34,3,39,42,2,0
85,0,56,5,29,28,0,0
77,0,42,3,36,36,0,0
81,0,56,3,24,24,0,0
77,0,50,17,29,28,0,0
79,0,16,-6,23,63,40,1
93,0,42,16,52,52,0,0
100,0,34,-27,64,67,4,0
77,0,12,-7,40,64,24,0
81,0,-4,2,26,86,60,1
81,0,-6,4,25,88,64,1
76,0,26,12,39,50,10,0
97,1,54,31,41,42,2,0
79,0,46,15,33,32,0,0
106,0,28,-15,69,78,8,0
86,0,60,23,28,27,0,0
77,8,38,0,37,38,2,0
77,-3,20,-7,40,57,16,0
104,0,18,12,66,86,20,0
